name,year,team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG,SLG,OBP,OPS,SBPER
최영진,2013,LG,8,0,1,0,0,0,0,0,0,0,0,5,1,0.125,0.125,0.125,0.25,NA
최영진,2014,두산,7,1,1,0,0,0,1,0,0,0,0,1,0,0.143,0.143,0.143,0.286,NA
최용규,2010,KIA,25,4,4,1,0,0,1,0,0,1,1,8,1,0.16,0.2,0.214,0.414,NA
최우석,2012,한화,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
최윤석,2010,SK,76,13,7,2,0,0,2,7,1,8,1,19,1,0.092,0.118,0.186,0.304,0.875
최윤석,2011,SK,156,21,38,4,1,1,9,4,4,32,7,38,2,0.244,0.301,0.395,0.696,0.5
최윤석,2012,SK,170,17,39,1,0,1,15,6,5,33,2,36,4,0.229,0.253,0.359,0.612,0.545
최윤석,2013,SK,67,10,13,4,0,0,4,0,2,13,2,22,3,0.194,0.254,0.341,0.595,0
최재원,2013,NC,45,4,6,2,0,0,3,2,1,10,0,18,1,0.133,0.178,0.291,0.469,0.667
최재원,2014,NC,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.5,NA
최재훈,2012,두산,91,9,19,4,0,1,8,0,0,4,4,17,1,0.209,0.286,0.27,0.556,NA
최재훈,2013,두산,89,12,24,5,0,2,8,0,0,6,8,19,3,0.27,0.393,0.365,0.758,NA
최재훈,2014,두산,112,9,27,3,1,1,10,0,2,5,3,22,3,0.241,0.313,0.287,0.6,0
최정,2010,SK,400,84,120,31,1,20,80,12,4,49,20,72,7,0.3,0.533,0.396,0.929,0.75
최정,2011,SK,403,64,125,25,1,20,75,15,5,46,20,72,8,0.31,0.526,0.402,0.928,0.75
최정,2012,SK,474,85,142,33,1,26,84,20,8,49,21,98,8,0.3,0.538,0.385,0.923,0.714
최정,2013,SK,434,75,137,18,0,28,83,24,8,64,24,109,10,0.316,0.551,0.429,0.98,0.75
최정,2014,SK,308,65,94,20,0,14,76,7,2,37,12,69,9,0.305,0.506,0.397,0.903,0.778
최정민,2012,SK,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
최주환,2012,두산,210,29,57,11,2,2,22,4,3,18,3,23,2,0.271,0.371,0.336,0.707,0.571
최주환,2013,두산,91,12,27,5,1,2,10,1,0,8,0,9,3,0.297,0.44,0.35,0.79,1
최주환,2014,두산,189,38,53,14,0,4,31,1,1,14,2,25,1,0.28,0.418,0.333,0.751,0.5
최준석,2010,두산,424,63,136,26,1,22,82,0,5,50,5,83,17,0.321,0.542,0.397,0.939,0
최준석,2011,두산,421,49,114,26,0,15,75,0,1,56,1,104,11,0.271,0.439,0.354,0.793,0
최준석,2012,두산,248,15,62,3,1,6,30,1,0,25,2,47,9,0.25,0.343,0.322,0.665,1
최준석,2013,두산,222,22,60,8,0,7,36,0,0,39,0,47,7,0.27,0.401,0.376,0.777,NA
최준석,2014,롯데,371,54,106,13,0,23,90,1,0,81,2,88,14,0.286,0.507,0.411,0.918,1
최진행,2010,한화,464,66,121,22,0,32,92,5,4,47,9,131,15,0.261,0.515,0.339,0.854,0.556
최진행,2011,한화,434,63,120,11,1,19,85,3,5,61,13,107,9,0.276,0.438,0.38,0.818,0.375
최진행,2012,한화,395,59,98,26,0,17,55,6,3,66,6,109,11,0.248,0.443,0.361,0.804,0.667
최진행,2013,한화,367,39,110,27,0,8,53,0,0,50,3,86,18,0.3,0.439,0.387,0.826,NA
최진행,2014,한화,299,32,78,16,0,12,45,1,2,23,3,79,8,0.261,0.435,0.317,0.752,0.333
최형우,2010,삼성,420,71,117,29,1,24,97,4,0,71,8,91,13,0.279,0.524,0.389,0.913,1
최형우,2011,삼성,480,80,163,37,3,30,118,4,3,76,5,88,8,0.34,0.617,0.427,1.044,0.571
최형우,2012,삼성,461,51,125,27,1,14,77,2,1,55,5,76,20,0.271,0.425,0.348,0.773,0.667
최형우,2013,삼성,511,80,156,28,0,29,98,2,1,47,7,91,5,0.305,0.53,0.366,0.896,0.667
최형우,2014,삼성,430,92,153,33,0,31,100,4,2,50,7,62,11,0.356,0.649,0.426,1.075,0.667
최훈락,2010,KIA,40,4,11,0,0,2,6,2,3,2,3,15,0,0.275,0.425,0.348,0.773,0.4
최훈락,2011,KIA,49,9,11,4,0,0,2,0,0,3,2,12,3,0.224,0.306,0.296,0.602,NA
최훈락,2012,KIA,28,5,7,1,0,0,1,0,0,0,6,11,0,0.25,0.286,0.371,0.657,NA
최훈락,2013,KIA,18,1,2,0,0,0,1,1,0,0,1,5,1,0.111,0.111,0.158,0.269,1
최희섭,2010,KIA,444,78,127,22,1,21,84,4,3,81,4,109,17,0.286,0.482,0.398,0.88,0.571
최희섭,2011,KIA,242,36,68,14,1,9,37,1,1,39,0,61,7,0.281,0.459,0.379,0.838,0.5
최희섭,2012,KIA,246,31,62,17,0,7,42,1,1,50,2,53,9,0.252,0.407,0.379,0.786,0.5
최희섭,2013,KIA,252,29,65,17,1,11,42,1,1,44,7,72,5,0.258,0.464,0.38,0.844,0.5
추승우,2010,한화,260,39,61,8,4,2,23,10,6,29,6,62,3,0.235,0.319,0.322,0.641,0.625
추승우,2011,한화,44,5,9,0,0,0,1,0,0,2,1,12,0,0.205,0.205,0.255,0.46,NA
추승우,2012,한화,52,4,9,5,1,0,8,3,0,6,1,11,1,0.173,0.308,0.271,0.579,1
추승우,2013,한화,158,19,48,7,0,1,17,12,2,17,4,21,2,0.304,0.367,0.383,0.75,0.857
추승우,2014,한화,6,3,1,0,0,0,0,0,0,4,0,2,0,0.167,0.167,0.5,0.667,NA
칸투,2014,두산,376,56,116,25,1,18,72,1,0,34,7,85,11,0.309,0.524,0.375,0.899,1
클락,2010,넥센,347,58,92,16,2,12,50,12,7,43,1,72,9,0.265,0.427,0.343,0.77,0.632
테임즈,2014,NC,443,95,152,30,6,37,121,11,2,58,7,99,6,0.343,0.688,0.422,1.11,0.846
피에,2014,한화,445,61,145,33,2,17,92,9,11,41,0,60,11,0.326,0.524,0.373,0.897,0.45
필,2014,KIA,362,64,112,27,0,19,66,10,1,22,3,65,10,0.309,0.541,0.352,0.893,0.909
하주석,2012,한화,127,10,22,1,0,1,4,7,2,9,0,50,2,0.173,0.205,0.228,0.433,0.778
하주석,2013,한화,11,0,1,0,0,0,0,0,1,0,0,4,1,0.091,0.091,0.091,0.182,0
하준호,2014,롯데,73,18,17,5,0,1,11,1,1,8,6,29,0,0.233,0.342,0.356,0.698,0.5
하지호,2010,SK,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
한동민,2012,SK,7,1,2,0,0,0,0,0,0,0,0,2,0,0.286,0.286,0.286,0.572,NA
한동민,2013,SK,285,36,75,15,2,14,52,2,3,20,16,82,6,0.263,0.477,0.343,0.82,0.4
한동민,2014,SK,143,17,36,10,3,3,24,0,0,11,5,53,1,0.252,0.427,0.323,0.75,NA
한상훈,2011,한화,398,49,107,12,3,3,39,16,10,46,6,66,6,0.269,0.337,0.352,0.689,0.615
한상훈,2012,한화,272,41,61,11,1,3,29,7,8,49,5,58,8,0.224,0.305,0.352,0.657,0.467
한상훈,2013,한화,260,45,68,13,4,0,25,5,4,47,6,40,7,0.262,0.342,0.383,0.725,0.556
한상훈,2014,한화,175,23,50,8,1,1,21,3,1,24,0,40,4,0.286,0.36,0.372,0.732,0.75
한성구,2012,KIA,30,1,11,4,0,0,4,0,0,2,0,7,0,0.367,0.5,0.406,0.906,NA
한승택,2013,한화,33,2,1,0,0,0,2,0,0,3,1,12,0,0.03,0.03,0.135,0.165,NA
한윤섭,2010,한화,24,3,4,1,1,0,2,2,0,3,0,4,1,0.167,0.292,0.259,0.551,1
한윤섭,2012,한화,17,7,2,0,0,0,1,2,0,0,2,2,1,0.118,0.118,0.2,0.318,1
허경민,2012,두산,154,28,41,8,0,0,14,9,8,7,5,17,7,0.266,0.318,0.317,0.635,0.529
허경민,2013,두산,228,35,68,9,1,1,25,14,4,27,9,14,7,0.298,0.36,0.387,0.747,0.778
허경민,2014,두산,198,33,49,8,1,0,10,6,4,21,6,21,7,0.247,0.298,0.335,0.633,0.6
허도환,2011,넥센,166,13,37,6,1,0,15,2,2,11,2,43,6,0.223,0.271,0.275,0.546,0.5
허도환,2012,넥센,210,11,41,11,0,1,14,0,0,15,7,62,5,0.195,0.262,0.272,0.534,NA
허도환,2013,넥센,260,29,56,12,1,1,19,0,2,29,14,86,7,0.215,0.281,0.327,0.608,0
허도환,2014,넥센,182,18,40,8,0,2,12,0,0,20,8,52,6,0.22,0.297,0.322,0.619,NA
허승민,2010,삼성,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
허웅,2011,SK,50,4,11,2,0,0,3,1,0,2,0,10,0,0.22,0.26,0.25,0.51,1
허웅,2014,SK,6,1,2,0,0,0,1,0,0,0,0,3,0,0.333,0.333,0.286,0.619,NA
허일,2011,롯데,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA
허준,2010,넥센,49,5,8,1,0,0,1,0,1,4,1,15,2,0.163,0.184,0.241,0.425,0
허준,2011,넥센,89,5,17,2,0,1,11,0,1,7,2,25,2,0.191,0.247,0.265,0.512,0
허준,2013,NC,16,1,2,0,0,1,4,0,0,0,0,5,1,0.125,0.313,0.118,0.431,NA
허준,2014,NC,29,2,5,3,0,0,1,0,0,5,0,10,0,0.172,0.276,0.294,0.57,NA
현재윤,2010,삼성,78,4,15,1,0,1,7,1,1,10,1,14,2,0.192,0.244,0.292,0.536,0.5
현재윤,2011,삼성,61,7,13,1,0,0,5,0,0,3,2,7,0,0.213,0.23,0.273,0.503,NA
현재윤,2013,LG,100,10,26,5,0,1,8,1,2,10,3,14,3,0.26,0.34,0.345,0.685,0.333
현재윤,2014,LG,15,3,8,2,0,0,2,0,0,1,0,3,0,0.533,0.667,0.563,1.23,NA
홍명찬,2011,SK,11,2,2,1,0,0,0,0,0,2,0,4,2,0.182,0.273,0.308,0.581,NA
홍명찬,2012,SK,5,0,2,0,0,0,1,0,0,0,0,1,0,0.4,0.4,0.4,0.8,NA
홍명찬,2013,SK,7,1,2,0,0,0,0,0,0,0,0,2,0,0.286,0.286,0.286,0.572,NA
홍명찬,2014,SK,16,0,1,0,0,0,1,0,0,0,0,3,0,0.063,0.063,0.063,0.126,NA
홍성갑,2014,넥센,2,0,1,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0.5,1,NA
홍성흔,2010,롯데,431,88,151,28,1,26,116,2,2,54,7,49,18,0.35,0.601,0.427,1.028,0.5
홍성흔,2011,롯데,474,70,145,24,2,6,67,2,5,53,3,80,22,0.306,0.403,0.376,0.779,0.286
홍성흔,2012,롯데,390,48,114,20,0,15,74,4,5,47,2,83,10,0.292,0.459,0.369,0.828,0.444
홍성흔,2013,두산,469,61,140,21,0,15,72,5,3,57,6,93,15,0.299,0.439,0.379,0.818,0.625
홍성흔,2014,두산,447,63,141,19,1,20,82,5,3,64,4,79,13,0.315,0.497,0.405,0.902,0.625
홍세완,2010,KIA,25,0,5,1,0,0,1,0,0,2,0,6,2,0.2,0.24,0.259,0.499,NA
홍재호,2011,KIA,47,6,10,1,0,1,3,1,0,4,1,13,0,0.213,0.298,0.288,0.586,1
홍재호,2012,KIA,92,13,17,3,0,1,6,1,0,11,0,22,1,0.185,0.25,0.272,0.522,1
홍재호,2013,KIA,124,15,24,2,0,2,12,1,2,13,1,17,6,0.194,0.258,0.275,0.533,0.333
황동채,2010,롯데,31,6,3,1,0,0,0,3,0,1,1,11,1,0.097,0.129,0.152,0.281,1
황동채,2011,롯데,62,16,14,3,1,0,5,3,1,10,1,12,3,0.226,0.306,0.342,0.648,0.75
황동채,2012,롯데,58,11,10,0,0,0,6,1,0,5,1,17,2,0.172,0.172,0.25,0.422,1
황동채,2013,롯데,43,8,10,0,0,0,1,1,0,6,1,19,0,0.233,0.233,0.34,0.573,1
황동채,2014,롯데,5,0,1,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,NA
황목치,2014,LG,46,11,14,0,1,0,3,2,2,1,0,9,1,0.304,0.348,0.319,0.667,0.5
황선일,2010,LG,5,0,1,1,0,0,1,0,0,0,0,2,0,0.2,0.4,0.2,0.6,NA
황선일,2011,LG,9,0,2,0,0,0,1,0,0,0,1,1,0,0.222,0.222,0.3,0.522,NA
황선일,2012,LG,8,0,1,0,0,0,1,0,0,0,0,0,0,0.125,0.125,0.125,0.25,NA
황재균,2010,롯데,306,41,69,14,3,6,40,18,7,32,4,73,10,0.225,0.35,0.303,0.653,0.72
황재균,2011,롯데,398,62,115,18,4,12,68,12,6,40,9,78,9,0.289,0.445,0.36,0.805,0.667
황재균,2012,롯데,448,42,122,19,1,4,51,26,8,38,5,81,10,0.272,0.346,0.335,0.681,0.765
황재균,2013,롯데,489,70,134,29,3,7,56,22,11,49,10,78,14,0.274,0.389,0.35,0.739,0.667
황재균,2014,롯데,486,66,156,33,3,12,76,17,10,53,3,86,8,0.321,0.475,0.388,0.863,0.63
황정립,2012,KIA,47,4,7,0,0,1,5,0,0,10,0,15,0,0.149,0.213,0.298,0.511,NA
황정립,2013,KIA,45,8,11,2,0,1,8,0,0,10,2,13,2,0.244,0.356,0.404,0.76,NA
황진수,2012,롯데,18,2,2,1,0,0,0,2,0,1,0,9,1,0.111,0.167,0.158,0.325,1
황진수,2013,롯데,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
황진수,2014,롯데,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
