Year,Team,STADIUM,G,BF,AB,IP,HA,HRA,SH,SF,BBBA,K,AR,ER,ERA,AB,R,H,2B,3B,HR,RBI,SB,CS,SH,SF,BBB,SO,GIDP,E,AVG
2000,HAE,DJ,6,225,195,520.33,49,12,0,2,28,49,31,29,4.99,204,27,42,11,0,4,25,1,1,4,0,27,31,5,5,0.206
2000,HAE,MS,3,133,118,340.66,24,2,5,0,10,32,13,12,3.12,136,15,34,11,0,4,14,0,0,1,1,5,28,2,1,0.25
2000,HAE,MU,66,2692,2350,604,651,100,32,15,295,407,370,329,4.9,2168,289,544,99,6,51,264,52,25,26,12,292,420,54,56,0.251
2000,HAE,SJ,6,239,210,57,43,2,2,2,25,35,19,16,2.53,215,26,57,13,0,1,22,7,3,5,0,19,43,7,8,0.265
2000,HAE,SW,10,379,324,83,95,16,8,1,46,67,54,51,5.53,329,24,68,15,1,2,21,4,3,2,2,37,84,9,9,0.207
2000,HAE,IC,9,345,308,80,83,11,3,2,32,62,44,43,4.84,308,49,82,17,0,11,47,11,4,3,4,46,42,3,5,0.266
2000,HAE,JS,20,808,687,1740.66,193,13,13,11,97,124,108,97,5,687,92,185,30,4,5,85,20,14,19,8,82,123,15,22,0.269
2000,HAE,CJ,3,125,108,240.33,40,6,2,1,14,23,24,20,7.4,102,11,29,4,0,2,10,1,0,1,0,11,17,6,4,0.284
2000,HAN,DG,9,358,302,78,77,10,2,5,49,74,53,43,4.96,309,41,77,20,0,5,38,6,1,2,3,26,75,11,8,0.249
2000,HAN,DJ,58,2338,2034,524,560,101,28,18,258,345,363,320,5.5,1949,315,545,122,4,96,305,36,22,12,25,219,433,51,54,0.28
2000,HAN,MS,3,109,97,27,23,1,0,1,11,17,7,4,1.33,106,23,36,6,0,8,21,0,3,3,0,11,13,6,4,0.34
2000,HAN,MU,10,429,355,92,95,11,9,2,63,76,66,59,5.77,374,50,108,22,1,17,47,3,2,5,2,37,74,15,7,0.289
2000,HAN,SJ,6,230,198,50,59,7,7,2,23,29,38,35,6.3,206,23,54,9,0,2,22,7,2,5,0,24,50,5,3,0.262
2000,HAN,SW,9,338,294,75,82,11,4,4,36,60,50,49,5.88,302,38,80,10,4,6,38,5,5,4,4,33,77,8,8,0.265
2000,HAN,IC,10,397,329,860.33,93,17,10,0,58,65,58,52,5.42,372,64,109,31,2,17,63,8,4,2,3,45,74,8,8,0.293
2000,HAN,JS,19,734,643,1680.33,172,21,15,6,70,86,96,86,4.6,660,57,146,27,3,8,54,10,5,7,4,82,145,19,19,0.221
2000,HAN,CJ,9,363,317,82,87,10,4,0,42,53,45,41,4.5,321,69,115,18,0,21,67,3,5,5,2,38,56,7,9,0.358
2000,SK,DG,10,376,329,84,87,13,2,5,40,65,56,49,5.25,339,38,80,14,2,6,35,2,2,6,1,28,82,5,5,0.236
2000,SK,DJ,6,229,197,51,67,11,4,7,21,24,44,42,7.41,208,35,61,8,3,5,30,2,1,6,3,26,21,9,5,0.293
2000,SK,MS,3,127,109,30,27,3,3,0,15,12,10,9,2.7,120,17,32,6,0,2,15,1,1,3,1,14,22,5,3,0.267
2000,SK,MU,10,375,331,85,91,8,4,1,39,49,53,46,4.87,336,43,87,13,1,7,40,6,2,5,5,47,52,8,12,0.259
2000,SK,SJ,6,248,211,490.33,73,7,5,2,30,29,44,41,7.48,199,19,51,11,1,3,18,4,1,1,1,19,40,5,5,0.256
2000,SK,SW,10,372,321,84,90,13,6,3,42,52,52,52,5.57,338,46,95,13,2,5,46,3,6,7,4,34,68,12,0,0.281
2000,SK,IC,66,2743,2390,599,699,115,24,24,305,402,442,399,5.99,2197,315,574,106,6,62,300,35,26,38,15,258,432,47,47,0.261
2000,SK,JS,19,761,655,1570.33,216,16,4,7,95,74,116,107,6.12,639,70,154,19,8,10,64,14,5,9,5,65,125,14,16,0.241
2000,SK,CJ,3,129,114,26,43,9,2,0,13,11,30,30,10.38,116,19,33,4,0,5,18,0,0,2,0,14,16,1,1,0.284
2001,DOO,DG,10,384,329,820.66,102,17,5,3,47,55,63,59,6.42,341,39,89,17,0,7,36,12,2,5,3,50,58,9,4,0.261
2001,DOO,DJ,9,329,287,78,65,10,2,4,36,58,38,35,4.04,329,62,93,23,0,8,58,8,1,2,3,37,50,6,5,0.283
2001,DOO,MS,2,87,75,18,19,3,0,0,12,17,10,7,3.5,72,17,19,1,1,1,16,4,0,0,0,10,12,0,3,0.264
2001,DOO,MU,10,420,370,880.66,130,17,2,6,42,47,81,71,7.21,388,80,127,22,1,19,73,10,2,2,4,50,58,7,8,0.327
2001,DOO,SJ,7,272,229,590.66,68,5,5,4,34,38,45,38,5.73,239,38,65,15,3,8,37,4,0,3,2,35,34,8,6,0.272
2001,DOO,SW,10,402,335,84,96,16,5,2,60,68,74,63,6.75,362,63,104,20,1,15,59,9,1,3,1,42,63,10,14,0.287
2001,DOO,IC,9,352,292,76,85,11,12,2,46,67,51,46,5.45,308,41,80,17,0,9,40,12,3,5,1,37,50,8,6,0.26
2001,DOO,JS,76,3036,2626,6930.33,725,49,54,27,329,449,371,331,4.3,2544,392,689,106,20,63,369,73,25,34,32,359,372,68,63,0.271
2001,SAM,DG,66,2684,2284,601,615,69,39,22,338,422,337,305,4.57,2201,386,624,125,12,97,370,30,19,31,21,315,386,56,47,0.284
2001,SAM,DJ,9,329,295,820.33,65,9,6,1,27,58,25,22,2.4,331,60,97,19,1,11,54,6,2,6,1,38,56,11,1,0.293
2001,SAM,MS,3,116,98,25,26,1,0,2,16,11,13,8,2.88,103,15,24,6,0,3,14,1,2,1,1,16,20,0,3,0.233
2001,SAM,MU,10,381,338,880.33,92,15,5,2,36,70,54,51,5.2,344,55,93,13,1,14,51,8,5,8,4,48,48,12,4,0.27
2001,SAM,SJ,6,224,189,52,45,2,2,6,27,33,25,23,3.98,213,25,57,14,2,4,24,1,2,1,0,13,40,2,2,0.268
2001,SAM,SW,10,396,337,870.33,88,17,3,0,56,79,54,52,5.36,346,49,95,15,1,7,43,6,6,5,3,51,62,10,4,0.275
2001,SAM,IC,10,371,323,87,78,7,8,0,40,71,35,32,3.31,355,51,102,21,2,13,47,5,4,6,3,40,79,12,6,0.287
2001,SAM,JS,19,742,643,1640.33,186,12,13,4,82,100,101,86,4.17,660,98,170,31,2,13,92,16,4,11,9,94,123,8,12,0.258
2001,HYU,DG,9,347,292,77,83,5,3,4,48,50,38,37,4.32,305,57,83,12,3,14,55,6,4,6,2,59,49,6,6,0.272
2001,HYU,DJ,6,255,215,51,73,8,1,0,39,31,41,35,6.18,202,36,56,11,1,6,35,4,4,3,3,38,48,6,7,0.277
2001,HYU,MS,3,115,96,25,30,2,3,1,15,16,16,16,5.76,99,12,23,3,0,2,11,2,0,2,2,12,16,2,3,0.232
2001,HYU,MU,10,367,333,860.66,87,6,2,0,32,42,31,28,2.91,327,36,81,10,0,8,34,5,4,7,2,38,56,10,7,0.248
2001,HYU,SJ,6,228,202,52,54,3,2,1,23,33,31,29,5.02,209,38,62,11,0,10,36,3,3,5,1,31,48,4,5,0.297
2001,HYU,SW,67,2665,2326,612,646,55,45,15,279,417,315,291,4.28,2198,362,591,80,11,85,338,57,26,39,11,340,460,49,52,0.269
2001,HYU,IC,10,366,297,85,69,5,12,3,54,57,46,39,4.13,339,51,87,15,0,13,46,7,2,5,1,51,78,11,9,0.257
2001,HYU,JS,19,761,654,1670.66,186,14,10,11,86,96,100,89,4.78,658,97,178,21,4,28,93,11,11,9,6,90,139,18,20,0.271
2001,HYU,CJ,3,114,103,27,22,0,0,2,9,15,10,6,2,108,22,31,3,1,3,19,4,1,1,1,15,17,3,7,0.287
2001,HAN,DG,10,406,338,890.33,85,19,5,3,60,69,59,56,5.64,351,46,98,24,1,10,44,11,6,9,1,53,80,14,9,0.279
2001,HAN,DJ,54,2228,1906,493,537,57,31,22,269,359,348,301,5.49,1806,264,484,71,4,73,253,58,26,26,8,237,355,33,46,0.268
2001,HAN,MS,2,82,73,19,20,1,1,0,8,10,6,5,2.37,73,14,23,5,0,4,12,2,3,3,2,8,15,1,1,0.315
2001,HAN,MU,9,344,310,770.66,86,15,2,0,32,40,43,36,4.17,309,47,83,17,1,12,45,3,6,2,4,41,47,10,5,0.269
2001,HAN,SJ,8,326,284,69,92,5,5,5,32,45,51,41,5.35,288,44,90,15,0,11,41,9,5,6,1,34,50,7,10,0.313
2001,HAN,SW,10,383,339,89,88,11,5,1,38,68,42,41,4.15,362,48,106,12,1,10,47,11,5,7,2,35,78,9,7,0.293
2001,HAN,IC,9,319,281,76,67,3,5,0,33,62,20,15,1.78,284,21,61,12,0,11,21,7,6,7,2,42,76,6,5,0.215
2001,HAN,JS,19,736,636,164,171,16,9,7,84,102,81,72,3.95,682,117,203,34,7,11,113,20,6,11,8,90,109,14,16,0.298
2001,HAN,CJ,12,507,439,108,142,15,10,7,51,58,83,67,5.58,401,58,107,21,1,6,52,14,2,4,6,54,67,12,18,0.267
2001,HAE,GS,2,76,69,18,18,0,3,0,4,9,6,5,2.5,62,3,15,4,0,2,3,0,2,1,1,6,8,0,1,0.242
2001,HAE,DG,9,343,298,740.66,87,15,3,3,39,50,61,57,6.87,310,43,83,11,1,11,41,8,3,2,3,37,66,7,4,0.268
2001,HAE,DJ,7,284,251,64,67,13,0,1,32,49,41,40,5.63,265,74,90,22,1,12,69,12,3,3,8,49,52,7,1,0.34
2001,HAE,MS,2,64,58,17,11,3,1,0,5,14,6,6,3.18,64,3,14,2,1,0,2,0,0,1,0,4,17,4,0,0.219
2001,HAE,MU,65,2629,2282,590,640,90,33,22,292,355,366,335,5.11,2192,341,615,99,7,83,319,43,24,20,16,271,348,72,58,0.281
2001,HAE,SJ,8,298,258,71,68,6,8,3,29,40,35,32,4.06,271,29,61,16,2,3,28,7,3,3,3,30,49,4,4,0.225
2001,HAE,SW,9,336,288,770.33,69,9,9,2,37,59,44,35,4.07,317,38,88,11,2,7,36,3,9,4,2,30,55,4,12,0.278
2001,HAE,IC,10,356,315,87,68,10,3,1,37,56,44,40,4.14,344,51,98,16,0,12,48,4,6,7,3,38,72,8,8,0.285
2001,HAE,JS,18,708,604,1540.66,175,13,10,3,90,90,110,94,5.47,613,87,167,32,3,9,78,13,13,9,6,77,95,17,15,0.272
2001,HAE,CJ,3,113,98,25,28,1,1,1,13,21,14,12,4.32,104,14,32,8,0,3,13,2,0,1,1,11,12,6,4,0.308
2001,LG,GS,2,70,62,18,15,2,1,1,6,8,3,3,1.5,69,6,18,2,0,0,6,0,1,3,0,4,9,0,0,0.261
2001,LG,DG,9,363,303,760.66,90,15,6,2,52,62,66,63,7.4,314,47,78,17,1,8,47,8,2,4,3,44,51,3,7,0.248
2001,LG,DJ,7,274,220,59,66,9,9,2,43,44,34,33,5.03,231,25,55,9,0,3,20,5,4,4,0,29,42,7,5,0.238
2001,LG,MU,8,313,258,68,77,10,5,3,47,31,49,47,6.22,278,44,73,12,0,9,42,7,2,5,1,42,40,7,1,0.263
2001,LG,SJ,9,355,296,78,76,6,5,3,51,48,44,43,4.96,306,50,86,15,2,6,45,7,4,10,5,50,47,6,4,0.281
2001,LG,SW,9,367,303,79,92,11,7,2,55,55,54,53,6.04,314,48,91,16,1,5,45,6,7,9,4,45,51,6,2,0.29
2001,LG,IC,10,398,339,880.66,97,11,11,3,45,69,48,42,4.26,335,39,79,15,0,9,38,11,3,8,2,52,98,11,6,0.236
2001,LG,JS,76,3112,2632,691,705,62,54,28,398,436,413,365,4.75,2555,382,725,130,18,39,361,49,34,68,24,357,407,58,77,0.284
2001,LG,CJ,3,128,106,260.33,35,1,1,2,19,12,21,21,7.18,119,28,42,3,2,6,26,3,1,3,2,19,14,2,1,0.353
2001,SK,DG,9,338,305,77,76,11,4,1,28,48,37,33,3.86,308,37,78,14,1,5,36,7,2,8,3,32,54,4,8,0.253
2001,SK,DJ,7,262,239,59,67,16,0,0,23,55,51,44,6.71,237,32,56,13,1,6,27,9,2,4,0,29,41,7,7,0.236
2001,SK,MS,3,123,102,27,28,3,4,2,15,22,17,13,4.33,107,15,31,4,0,5,15,2,1,4,0,13,13,3,5,0.29
2001,SK,MU,9,319,280,77,62,10,2,3,34,53,37,33,3.86,317,42,84,22,0,10,37,6,1,7,0,33,52,7,7,0.265
2001,SK,SJ,7,281,237,610.66,62,6,3,1,40,44,30,30,4.38,236,40,62,17,0,4,38,11,6,7,2,27,39,4,1,0.263
2001,SK,SW,9,326,281,74,77,11,4,2,39,46,47,43,5.23,286,27,63,16,1,4,24,10,1,10,0,40,42,7,4,0.22
2001,SK,IC,67,2637,2278,608,594,78,43,15,300,523,304,271,4.01,2134,287,537,98,2,60,270,58,35,59,13,283,426,45,50,0.252
2001,SK,JS,19,714,610,1610.66,160,16,14,9,81,98,104,90,5.01,667,97,195,26,4,16,90,20,9,18,5,65,88,16,12,0.292
2001,SK,CJ,3,110,94,26,22,4,2,1,13,19,13,13,4.5,108,19,37,5,2,3,18,0,2,5,3,6,15,2,2,0.343
2001,LOT,DG,10,387,336,840.33,101,15,5,5,41,52,62,61,6.51,355,68,106,16,0,14,66,8,4,5,7,63,64,7,6,0.299
2001,LOT,DJ,9,344,299,770.66,81,8,8,0,37,60,34,33,3.82,311,59,90,22,3,11,55,1,5,9,7,49,70,6,5,0.289
2001,LOT,MS,15,597,518,137,134,15,11,5,63,93,76,69,4.53,502,68,134,24,1,13,64,5,7,9,5,71,90,7,11,0.267
2001,LOT,MU,9,355,303,78,81,10,2,2,48,65,46,36,4.15,319,62,99,10,2,18,57,11,5,2,7,40,54,8,13,0.31
2001,LOT,SJ,51,2031,1762,462,483,46,35,14,220,307,264,236,4.6,1695,261,465,116,11,33,244,42,16,30,23,236,281,34,30,0.274
2001,LOT,SW,10,378,315,84,81,10,6,2,55,85,47,44,4.71,339,42,99,14,3,7,40,10,7,7,3,36,66,11,12,0.292
2001,LOT,IC,9,327,287,78,73,13,8,4,28,44,43,40,4.62,313,50,87,17,0,11,45,7,1,5,3,40,70,5,10,0.278
2001,LOT,JS,20,770,661,1700.66,204,11,11,6,92,84,98,90,4.75,687,108,185,28,4,14,100,22,8,15,5,110,122,11,12,0.269
2002,SAM,DG,67,2574,2300,606,603,89,38,12,224,462,304,272,4.04,2228,384,631,128,10,100,359,18,12,33,14,289,398,54,43,0.283
2002,SAM,DJ,10,375,331,88,93,14,9,2,33,91,45,43,4.4,362,66,107,21,1,20,63,3,3,4,3,50,59,6,7,0.296
2002,SAM,MU,9,374,336,890.33,82,10,1,2,35,80,39,33,3.32,371,58,116,15,0,17,54,5,3,3,3,40,71,10,10,0.313
2002,SAM,MH,9,338,292,790.33,81,8,9,3,34,61,36,34,3.86,324,54,93,20,0,16,53,3,4,4,1,35,45,6,4,0.287
2002,SAM,SJ,10,372,320,870.66,75,5,7,2,43,78,39,33,3.39,348,57,93,23,3,10,52,2,2,5,5,34,57,14,7,0.267
2002,SAM,SW,9,344,306,790.33,82,10,6,0,32,68,41,37,4.2,334,56,92,20,1,13,54,6,0,1,3,34,48,7,6,0.275
2002,SAM,JS,19,712,632,168,166,12,10,12,58,147,77,69,3.7,681,102,189,39,1,15,96,10,5,5,5,84,126,19,10,0.278
2002,LG,DG,10,407,328,86,97,13,13,3,63,57,66,60,6.28,347,44,87,21,2,8,40,8,3,6,1,36,60,8,7,0.251
2002,LG,DJ,7,291,243,65,56,12,3,0,45,70,37,34,4.71,250,33,62,9,0,2,30,5,2,5,3,21,56,5,3,0.248
2002,LG,MS,3,122,104,26,30,4,3,0,15,25,16,16,5.54,116,26,37,7,0,6,24,7,2,0,1,8,27,2,1,0.319
2002,LG,MU,9,369,311,860.66,68,10,9,0,49,67,35,29,3.01,333,42,84,8,1,10,41,6,9,8,3,42,66,4,7,0.252
2002,LG,MH,9,338,273,77,67,12,8,5,52,62,49,46,5.38,306,43,79,16,1,13,40,10,9,5,2,35,59,6,3,0.258
2002,LG,SJ,7,247,227,61,50,4,1,0,19,40,16,13,1.92,255,37,75,17,1,3,32,5,2,4,0,25,45,7,10,0.294
2002,LG,SW,10,362,314,86,67,10,2,0,46,71,35,31,3.24,333,40,89,12,1,10,39,8,3,11,3,44,79,10,5,0.267
2002,LG,JS,76,2937,2583,685,673,66,35,18,301,491,311,281,3.69,2485,304,641,115,16,45,283,89,31,51,23,276,544,48,55,0.258
2002,LG,CJ,2,72,61,18,11,4,0,0,11,13,10,10,5,67,14,19,7,0,3,12,2,2,3,1,11,15,1,0,0.284
2002,KIA,DG,10,378,333,850.33,97,17,4,1,40,63,45,45,4.75,360,55,105,21,1,12,51,7,2,3,2,30,64,8,4,0.292
2002,KIA,DJ,9,307,277,76,59,8,2,0,27,77,23,19,2.25,307,37,74,11,0,3,34,16,3,3,1,35,73,2,6,0.241
2002,KIA,MU,66,2673,2370,618,642,93,29,17,257,466,319,284,4.14,2223,312,592,109,4,67,300,66,19,27,24,289,437,55,49,0.266
2002,KIA,MH,9,342,298,76,87,13,9,3,32,39,51,48,5.68,301,31,67,12,2,5,27,12,1,1,1,26,82,8,5,0.223
2002,KIA,SJ,9,331,303,80,70,4,1,1,26,54,33,28,3.15,331,59,105,20,2,8,57,13,5,3,1,41,54,7,11,0.317
2002,KIA,SW,10,348,312,84,69,8,4,3,29,52,39,34,3.64,353,54,102,16,1,11,54,13,2,3,2,41,65,11,6,0.289
2002,KIA,JS,20,727,657,1750.66,161,8,5,9,56,111,70,62,3.18,700,95,185,31,4,14,88,28,7,5,4,83,139,16,20,0.264
2002,HYU,DG,10,382,333,86,94,13,6,3,40,59,49,45,4.71,331,38,80,9,2,12,37,1,5,7,3,35,85,9,6,0.242
2002,HYU,DJ,7,258,220,59,54,13,3,3,32,59,31,28,4.27,225,29,57,11,1,6,29,8,4,10,3,27,62,3,5,0.253
2002,HYU,MS,3,117,104,260.66,28,5,2,0,11,28,19,19,6.41,106,14,28,8,1,1,13,3,0,3,0,12,20,2,1,0.264
2002,HYU,MU,9,361,317,76,97,11,1,4,39,56,65,58,6.87,326,62,98,12,0,22,62,7,4,5,2,41,72,3,6,0.301
2002,HYU,MH,6,219,200,530.33,49,8,5,0,14,40,24,21,3.54,211,24,53,10,1,10,22,1,3,4,1,25,56,1,4,0.251
2002,HYU,SJ,7,261,237,610.66,64,2,3,2,19,44,26,20,2.92,256,49,78,20,3,9,47,5,1,6,2,41,43,6,5,0.305
2002,HYU,SW,66,2593,2307,605,607,69,31,14,240,441,304,277,4.12,2126,326,539,87,8,82,317,41,24,50,18,286,441,42,44,0.254
2002,HYU,IC,3,122,116,28,38,5,0,0,6,15,16,15,4.82,119,27,39,6,0,10,27,3,0,1,1,9,24,2,3,0.328
2002,HYU,JS,19,709,623,1640.66,164,11,10,6,70,125,66,61,3.33,632,70,153,23,7,12,70,7,8,11,2,79,125,13,8,0.242
2002,HYU,CJ,3,109,97,26,24,5,3,0,9,23,14,14,4.85,112,19,35,5,2,9,19,3,1,2,2,8,17,1,0,0.313
2002,DOO,DG,9,329,295,77,71,11,1,2,31,61,41,37,4.32,312,38,81,13,1,12,37,4,4,4,1,28,53,4,4,0.26
2002,DOO,DJ,10,398,350,900.66,91,13,8,2,38,79,42,39,3.87,363,47,93,15,1,13,47,8,3,3,2,29,76,8,9,0.256
2002,DOO,MS,3,104,94,27,18,1,0,0,10,23,3,2,0.67,110,16,34,5,0,3,15,0,1,2,1,12,20,4,2,0.309
2002,DOO,MU,9,344,293,760.66,82,10,3,6,42,64,46,45,5.28,327,40,92,15,1,11,38,4,5,3,3,30,61,6,3,0.281
2002,DOO,MH,10,380,342,890.66,93,13,5,5,28,67,50,49,4.92,344,40,75,9,1,14,37,12,5,0,4,45,62,8,5,0.218
2002,DOO,SJ,7,265,242,61,66,1,4,1,18,53,25,20,2.95,243,45,70,17,1,7,36,9,1,6,5,27,29,10,3,0.288
2002,DOO,SW,9,355,295,79,88,13,9,3,48,58,56,53,6.04,321,50,90,12,0,13,50,9,0,6,2,36,51,10,5,0.28
2002,DOO,JS,76,2912,2526,682,630,37,47,14,324,549,299,272,3.59,2478,311,638,88,16,57,296,60,23,23,28,285,442,57,57,0.257
2002,SK,DG,10,373,328,84,85,16,4,0,41,58,60,52,5.57,339,48,92,17,3,17,46,7,3,13,1,42,63,7,9,0.271
2002,SK,DJ,6,232,204,51,58,9,4,1,23,46,37,34,6,218,34,65,13,0,7,32,4,0,3,1,24,41,4,5,0.298
2002,SK,MS,1,30,30,9,3,0,0,0,0,8,0,0,0,37,7,9,2,0,1,7,1,0,0,0,1,7,1,0,0.243
2002,SK,MU,10,365,320,82,90,9,3,3,39,55,48,46,5.05,330,33,76,7,0,14,31,5,3,5,1,35,57,7,5,0.23
2002,SK,MH,61,2363,2112,556,528,81,20,10,220,465,279,258,4.18,1999,292,545,90,16,75,283,31,25,44,24,212,378,33,43,0.273
2002,SK,SJ,8,294,269,76,50,1,3,2,20,49,12,10,1.18,277,28,65,14,4,6,24,3,1,5,1,27,40,14,5,0.235
2002,SK,SW,10,374,313,850.33,73,14,11,3,47,75,50,43,4.54,341,44,83,13,0,10,42,7,6,5,1,47,66,6,8,0.243
2002,SK,IC,5,215,200,47,66,15,1,1,13,51,39,39,7.47,188,34,62,10,0,11,33,5,2,2,0,13,29,7,0,0.33
2002,SK,JS,19,712,633,1620.66,167,21,9,3,67,118,89,80,4.43,627,73,167,26,4,12,65,13,14,18,4,75,113,14,19,0.266
2002,SK,CJ,3,116,106,26,30,10,0,0,10,23,24,24,8.31,119,25,43,12,0,5,24,4,1,1,1,9,21,1,0,0.361
2002,HAN,DG,9,355,310,740.33,97,16,2,4,39,63,66,62,7.51,310,52,89,18,0,18,50,4,5,4,1,34,67,13,5,0.287
2002,HAN,DJ,59,2357,2084,542,559,57,29,15,229,433,293,278,4.62,1952,257,505,102,3,76,244,40,26,30,11,234,477,41,33,0.259
2002,HAN,MS,2,70,62,17,13,2,1,0,7,17,6,6,3.18,67,5,15,1,0,1,4,2,2,0,0,5,19,2,1,0.224
2002,HAN,MU,10,371,326,850.33,86,6,4,2,39,62,34,31,3.27,335,46,88,11,0,10,43,3,4,2,3,34,72,13,7,0.263
2002,HAN,MH,10,366,337,87,89,14,2,2,25,67,42,39,4.03,365,61,106,20,2,16,55,12,6,3,0,39,97,6,4,0.29
2002,HAN,SJ,7,261,239,630.33,54,4,0,1,21,50,23,20,2.84,247,29,59,13,1,5,27,10,2,1,2,17,53,6,6,0.239
2002,HAN,SW,9,362,307,80,88,12,9,7,39,64,56,53,5.96,324,34,82,18,0,6,34,4,6,2,0,18,66,6,6,0.253
2002,HAN,JS,19,720,641,1630.66,171,18,9,3,67,144,94,86,4.73,627,71,139,16,3,19,66,14,13,7,5,84,154,14,16,0.222
2002,HAN,CJ,8,336,298,72,97,17,6,4,28,53,58,56,7,264,48,65,7,1,19,47,5,1,3,0,30,59,5,7,0.246
2002,LOT,DG,9,340,301,740.66,90,14,3,1,35,37,57,49,5.91,301,29,69,13,1,10,29,4,5,1,3,19,70,2,9,0.229
2002,LOT,DJ,10,367,327,84,94,7,1,3,36,55,42,40,4.29,359,47,101,18,3,6,46,7,5,1,2,43,66,6,3,0.281
2002,LOT,MS,12,481,436,109,123,12,5,2,38,93,68,55,4.54,394,44,92,17,0,12,42,4,3,6,0,43,101,8,14,0.234
2002,LOT,MU,10,379,320,860.66,87,11,6,7,46,53,45,40,4.15,348,38,88,10,0,9,33,4,10,3,2,35,67,6,8,0.253
2002,LOT,MH,8,296,257,66,79,7,6,6,27,42,40,39,5.32,261,26,55,12,2,7,25,2,3,3,1,15,64,4,4,0.211
2002,LOT,SJ,55,2216,1957,503,545,48,30,16,212,321,304,256,4.58,1837,174,429,86,9,21,166,44,22,19,9,166,368,33,54,0.234
2002,LOT,SW,9,335,279,77,72,15,9,2,45,53,49,38,4.44,301,26,69,15,1,6,25,3,5,3,3,20,66,6,7,0.229
2002,LOT,IC,2,81,72,170.66,24,6,2,0,7,14,18,16,8.15,81,12,27,7,0,5,12,0,1,0,0,4,27,2,5,0.333
2002,LOT,JS,18,661,565,150,155,10,8,8,80,107,87,79,4.74,630,67,175,28,3,9,65,8,9,13,2,57,149,8,13,0.278
2003,HYU,DG,9,339,291,770.33,82,9,9,2,37,47,38,38,4.42,296,43,78,16,1,15,38,2,2,14,1,45,49,7,4,0.264
2003,HYU,DJ,9,365,317,790.33,91,14,5,1,42,66,58,44,4.99,303,43,71,11,2,10,39,2,2,9,2,44,58,8,13,0.234
2003,HYU,MS,2,83,78,19,24,2,0,0,5,14,9,9,4.26,74,8,20,2,0,3,8,0,0,2,0,9,6,4,0,0.27
2003,HYU,MU,10,371,322,86,83,5,5,2,42,58,35,27,2.83,318,43,81,9,0,11,39,3,5,16,3,50,57,4,7,0.255
2003,HYU,MH,10,382,329,90,78,10,6,3,44,63,41,37,3.7,340,45,89,14,0,8,44,11,5,8,3,51,62,6,9,0.262
2003,HYU,SJ,7,264,246,63,60,1,1,1,16,42,22,19,2.71,253,52,81,17,1,11,51,2,2,7,3,23,41,6,11,0.32
2003,HYU,SW,67,2678,2353,611,660,71,53,16,256,432,349,308,4.54,2252,399,687,113,9,94,371,41,26,65,17,359,364,56,52,0.305
2003,HYU,JS,19,715,617,1640.33,167,8,13,8,77,118,75,64,3.51,647,90,173,26,2,23,83,14,6,18,9,71,90,9,16,0.267
2003,SK,DG,9,350,299,78,78,24,2,3,46,49,63,58,6.69,323,68,102,22,4,15,68,5,3,12,2,46,41,2,6,0.316
2003,SK,DJ,10,415,341,900.66,89,9,8,2,64,61,55,48,4.76,369,65,105,19,1,18,61,7,5,10,3,51,62,4,8,0.285
2003,SK,MU,9,319,274,730.66,67,7,7,0,38,51,51,45,5.5,294,31,76,8,0,4,27,7,5,6,0,29,60,11,9,0.259
2003,SK,MH,67,2605,2278,611,591,70,39,15,273,399,290,267,3.93,2161,301,589,91,6,85,290,33,30,59,15,269,358,45,34,0.273
2003,SK,SJ,10,397,353,900.33,99,11,8,0,36,56,46,44,4.38,359,55,103,25,0,10,52,11,4,13,4,37,66,8,6,0.287
2003,SK,SW,9,363,307,76,94,7,7,4,45,55,56,46,5.45,316,55,90,19,1,12,53,6,4,8,1,42,55,7,12,0.285
2003,SK,JS,19,709,610,1610.66,172,7,13,8,78,88,81,75,4.18,623,69,143,25,4,12,61,13,6,19,7,79,121,10,15,0.23
2003,KIA,DG,9,349,304,77,90,20,5,2,38,52,51,40,4.68,310,46,81,17,1,9,43,12,5,7,1,48,40,4,5,0.261
2003,KIA,DJ,8,296,259,67,74,8,5,0,32,44,40,38,5.1,274,38,73,16,1,10,36,21,0,5,5,37,51,3,3,0.266
2003,KIA,MS,2,75,66,18,13,2,1,0,8,13,3,3,1.5,58,5,10,3,0,1,5,0,2,3,0,9,11,1,1,0.172
2003,KIA,MU,67,2509,2214,6060.66,516,66,41,11,243,436,239,211,3.13,2163,339,589,100,6,70,324,63,37,41,17,267,362,33,39,0.272
2003,KIA,MH,10,371,313,83,89,12,10,5,43,59,53,52,5.64,340,42,88,11,0,11,40,8,1,8,1,32,64,6,5,0.259
2003,KIA,SJ,8,296,264,71,60,2,4,1,27,50,24,19,2.41,288,49,88,22,2,11,47,12,5,4,4,28,36,5,5,0.306
2003,KIA,SW,9,373,314,770.66,102,20,12,2,45,61,66,61,7.07,319,53,92,17,1,9,50,11,9,5,3,41,50,9,9,0.288
2003,KIA,JS,18,663,573,160,137,6,8,8,74,95,48,47,2.64,625,76,173,32,5,5,72,15,8,21,5,71,95,11,3,0.277
2003,KIA,CJ,2,67,59,170.66,11,1,2,1,5,10,3,3,1.53,71,9,17,1,0,3,9,4,0,0,1,14,12,0,0,0.239
2003,SAM,DG,66,2634,2284,598,617,79,49,12,288,384,334,317,4.77,2239,430,678,128,4,133,413,36,17,35,22,302,300,59,31,0.303
