NAME,YEAR,TEAM,G,ABA,AB,R,H,_2B,_3B,HR,TB,RBI,BB,IBB,HBP,SO,SH,SF,SB,CS,GIDP,E,AVG,SLG,OBP,OPS,SBR,pos3,pos4,pos5,pos6,pos2,pos8
이원석,2014,DOO,79,255,231,29,58,8,2,5,85,25,19,0,1,53,2,2,0,0,2,6,0.251,0.368,0.308,0.676,,1,,75,,,
이인구,2010,LOT,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,4
이인구,2011,LOT,81,182,161,26,43,5,2,2,58,14,17,0,3,22,1,0,6,1,4,1,0.267,0.36,0.348,0.708,0.857,,,,,,61
이인구,2012,LOT,7,12,12,1,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0.167,0.167,0.167,0.334,,,,,,,
이인구,2013,LOT,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,
이재원,2010,SK,54,79,70,8,18,5,0,1,26,7,5,2,2,8,1,1,0,0,4,1,0.257,0.371,0.321,0.692,,,,,,21,
이재원,2012,SK,16,33,28,3,9,0,0,2,15,7,4,0,1,4,0,0,0,0,1,0,0.321,0.536,0.424,0.96,,,,,,7,
이재원,2013,SK,69,252,226,27,57,10,1,8,93,41,17,0,4,32,3,2,2,1,8,0,0.252,0.412,0.313,0.725,0.667,,,,,9,
이재원,2014,SK,120,484,412,48,139,30,2,12,209,83,49,7,12,66,0,11,3,0,14,7,0.337,0.507,0.413,0.92,1,,,,,61,
이정식,2010,SAM,50,104,93,12,24,3,0,1,30,7,6,0,0,22,5,0,2,0,4,5,0.258,0.323,0.303,0.626,1,,,,,48,
이정식,2011,SAM,8,5,5,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.4,0.8,,,,,,8,
이정식,2012,SAM,46,64,53,4,8,0,0,0,8,1,7,0,1,19,3,0,0,1,0,1,0.151,0.151,0.262,0.413,0,,,,,46,
이정식,2013,SAM,11,17,17,3,4,0,0,1,7,4,0,0,0,4,0,0,1,0,1,0,0.235,0.412,0.235,0.647,1,,,,,10,
이정식,2014,SAM,7,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,,,,,,7,
이종범,2010,KIA,97,289,265,36,65,16,1,4,95,29,15,0,3,33,6,0,2,2,5,2,0.245,0.358,0.293,0.651,0.5,,1,,,,94
이종범,2011,KIA,97,273,235,27,65,15,1,3,91,24,22,1,1,35,12,3,3,2,6,0,0.277,0.387,0.337,0.724,0.6,3,,,,,80
이종욱,2010,DOO,114,471,413,66,129,16,2,5,164,45,45,1,4,46,6,3,30,13,3,2,0.312,0.397,0.383,0.78,0.698,,,,,,114
이종욱,2011,DOO,121,499,436,64,132,11,5,5,168,44,49,0,5,51,5,4,20,15,6,4,0.303,0.385,0.377,0.762,0.571,,,,,,119
이종욱,2012,DOO,121,497,437,57,105,17,1,0,124,39,43,2,3,43,9,5,21,8,2,4,0.24,0.284,0.309,0.593,0.724,,,,,,121
이종욱,2013,DOO,110,456,401,77,123,23,6,6,176,52,38,1,3,57,12,2,30,7,6,2,0.307,0.439,0.369,0.808,0.811,,,,,,109
이종욱,2014,NC,124,495,438,73,126,28,4,6,180,78,40,0,3,60,1,13,15,4,5,3,0.288,0.411,0.342,0.753,0.789,,,,,,120
이종환,2010,KIA,47,93,87,8,15,5,1,2,28,13,6,1,0,31,0,0,0,0,0,0,0.172,0.322,0.226,0.548,,5,,,,,29
이종환,2012,KIA,6,13,13,2,5,2,0,1,10,3,0,0,0,3,0,0,0,0,0,0,0.385,0.769,0.385,1.154,,,,,,,4
이종환,2013,KIA,42,135,123,6,35,9,0,1,47,12,12,0,0,30,0,0,1,0,1,0,0.285,0.382,0.348,0.73,1,,,,,,41
이종환,2014,KIA,92,138,122,14,35,9,0,2,50,23,11,0,2,33,2,1,0,2,1,1,0.287,0.41,0.353,0.763,0,1,,,,,39
이준수,2012,HAN,37,43,39,1,6,1,0,0,7,2,4,0,0,16,0,0,0,0,0,3,0.154,0.179,0.233,0.412,,,,,,36,
이준수,2013,HAN,47,74,65,6,13,3,0,0,16,6,3,0,3,21,2,1,0,0,0,3,0.2,0.246,0.264,0.51,,,,,,45,
이준수,2014,HAN,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1,1,,,,,,2,
이준호,2011,KIA,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,,,,,,,4
이준호,2012,KIA,113,295,255,25,58,12,4,0,78,21,29,0,0,48,8,3,4,4,5,1,0.227,0.306,0.303,0.609,0.5,,,,,,110
이준호,2013,KIA,55,66,60,4,12,2,0,0,14,4,3,0,1,16,1,1,0,0,1,0,0.2,0.233,0.246,0.479,,,,,,,54
이지영,2012,SAM,54,145,135,10,41,3,0,0,44,13,4,0,4,16,2,0,0,0,4,4,0.304,0.326,0.343,0.669,,,,,,43,
이지영,2013,SAM,113,294,268,27,64,4,1,0,70,18,14,0,1,38,10,1,4,0,6,6,0.239,0.261,0.278,0.539,1,,,,,110,
이지영,2014,SAM,99,299,266,37,74,10,3,3,99,32,14,0,2,33,13,4,3,3,5,6,0.278,0.372,0.315,0.687,0.5,,,,,99,
이진영,2010,LG,104,417,378,56,125,28,0,7,174,50,32,0,1,40,2,4,10,4,7,5,0.331,0.46,0.381,0.841,0.714,50,,,,,53
이진영,2011,LG,97,355,323,43,89,18,1,2,115,37,26,0,2,29,2,2,3,2,9,2,0.276,0.356,0.331,0.687,0.6,6,,,,,85
이진영,2012,LG,105,412,365,39,112,18,0,4,142,55,44,2,1,41,0,2,4,2,8,2,0.307,0.389,0.381,0.77,0.667,5,,,,,71
이진영,2013,LG,106,411,368,41,121,26,1,3,158,62,37,4,2,42,1,3,6,2,6,0,0.329,0.429,0.39,0.819,0.75,,,,,,81
이진영,2014,LG,119,468,412,53,134,19,2,6,175,65,45,5,0,48,2,9,4,3,10,0,0.325,0.425,0.384,0.809,0.571,,,,,,83
이창섭,2010,NEX,8,12,12,1,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0.167,0.167,0.167,0.334,,,6,,2,,
이창섭,2013,NC,5,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,1,3,,,
이창섭,2014,NC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,
이창열,2014,HAN,22,25,21,5,4,2,1,0,8,3,3,0,1,6,0,0,1,0,0,0,0.19,0.381,0.32,0.701,1,,2,17,1,,
이창진,2014,LOT,4,2,2,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.5,1,0.5,1.5,,,,3,,,
이천웅,2012,LG,6,18,14,2,3,0,0,1,6,2,3,0,1,4,0,0,2,0,0,0,0.214,0.429,0.389,0.818,1,,,,,,6
이천웅,2013,LG,8,11,10,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0.1,0.1,0.091,0.191,,,,,,,2
이태원,2013,NC,70,97,82,5,12,2,0,0,14,4,8,0,3,26,4,0,0,0,3,1,0.146,0.171,0.247,0.418,,,,,,70,
이태원,2014,NC,62,69,66,5,8,2,0,0,10,4,2,0,0,20,1,0,0,0,0,0,0.121,0.152,0.147,0.299,,,,,,62,
이택근,2010,LG,91,388,337,66,102,17,1,14,163,50,38,3,4,55,6,3,14,6,10,6,0.303,0.484,0.377,0.861,0.7,38,,,,,31
이택근,2011,LG,85,368,317,44,94,17,0,4,123,29,40,1,3,45,5,3,10,6,9,4,0.297,0.388,0.377,0.765,0.625,69,,,,,14
이택근,2012,NEX,94,391,345,54,95,20,1,8,141,55,31,2,3,30,6,6,13,8,10,1,0.275,0.409,0.335,0.744,0.619,,,,,,83
이택근,2013,NEX,123,536,477,73,137,31,1,9,197,66,39,1,7,58,6,7,29,8,15,5,0.287,0.413,0.345,0.758,0.784,4,,,,,89
이택근,2014,NEX,122,527,441,87,135,32,1,21,232,91,51,0,13,43,12,10,11,8,10,5,0.306,0.526,0.386,0.912,0.579,,,,,,115
이해창,2011,NEX,14,11,10,0,1,0,0,0,1,1,1,0,0,5,0,0,0,1,0,1,0.1,0.1,0.182,0.282,0,,,,,14,
이현곤,2010,KIA,108,304,260,27,68,13,1,2,89,28,21,0,1,38,17,5,0,2,6,8,0.262,0.342,0.314,0.656,0,,,53,54,,
이현곤,2011,KIA,104,257,222,24,59,10,1,1,74,17,20,0,2,38,11,2,1,1,4,3,0.266,0.333,0.329,0.662,0.5,2,11,21,60,,
이현곤,2012,KIA,6,6,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.2,0.2,0.333,0.533,,5,,,,,
이현곤,2013,NC,91,161,139,10,38,7,0,0,45,9,16,0,3,14,3,0,2,0,4,5,0.273,0.324,0.361,0.685,1,,2,63,12,,
이현곤,2014,NC,7,12,11,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0.091,0.091,0.091,0.182,,,,6,,,
이호신,2012,KIA,27,12,10,3,1,0,1,0,3,2,1,0,0,4,0,1,1,0,0,0,0.1,0.3,0.167,0.467,1,,,,,,21
이호준,2010,SK,85,219,194,19,54,9,0,8,87,46,20,3,1,39,0,4,1,0,6,3,0.278,0.448,0.342,0.79,1,28,,,,,
이호준,2011,SK,114,417,368,41,93,12,0,14,147,62,44,2,1,78,3,1,2,2,10,2,0.253,0.399,0.333,0.732,0.5,45,,1,,,
이호준,2012,SK,127,504,426,55,128,26,0,18,208,78,72,5,5,90,0,1,3,3,10,0,0.3,0.488,0.407,0.895,0.5,3,,,,,
이호준,2013,NC,126,508,442,46,123,25,1,20,210,87,60,3,1,109,0,5,2,3,8,0,0.278,0.475,0.362,0.837,0.4,,,,,,
이호준,2014,NC,122,500,424,59,115,20,0,23,204,78,67,0,3,104,1,5,3,5,15,0,0.271,0.481,0.371,0.852,0.375,,,,,,
이홍구,2013,KIA,51,96,89,6,14,1,1,2,23,9,5,0,1,44,1,0,0,0,1,3,0.157,0.258,0.211,0.469,,,,,,51,
이흥련,2014,SAM,88,155,132,21,30,4,1,1,39,17,14,0,5,24,4,0,1,0,0,4,0.227,0.295,0.325,0.62,1,,,,,88,
이희근,2010,HAN,82,158,136,14,25,1,0,0,26,12,10,0,6,33,5,1,2,2,6,2,0.184,0.191,0.268,0.459,0.5,,,,,80,
이희근,2011,HAN,75,138,123,17,29,3,1,1,37,10,4,0,3,26,8,0,1,0,2,6,0.236,0.301,0.277,0.578,1,,,,,70,
이희근,2014,HAN,6,14,13,2,3,0,1,0,5,2,0,0,1,6,0,0,0,0,0,1,0.231,0.385,0.286,0.671,,,,,,6,
임경훈,2013,HAN,7,6,3,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0.5,0.5,,,4,,2,,
임도현,2013,LG,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,1
임세업,2013,HAN,5,8,7,0,2,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0.286,0.286,0.286,0.572,0,1,,,,,4
임익준,2010,SAM,64,67,63,10,11,0,0,0,11,5,0,0,0,16,3,1,4,3,3,0,0.175,0.175,0.172,0.347,0.571,,20,26,16,,
임익준,2012,HAN,10,5,5,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,2,4,1,1,,1
임익준,2013,HAN,36,67,63,6,16,1,0,0,17,1,4,0,0,13,0,0,1,3,3,1,0.254,0.27,0.299,0.569,0.25,3,16,11,2,,
임익준,2014,HAN,6,10,10,2,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,0.3,0.3,0.3,0.6,,,4,2,1,,
임재철,2010,DOO,96,173,130,27,38,5,2,3,56,18,31,2,8,28,3,1,7,3,2,2,0.292,0.431,0.453,0.884,0.7,,,,,,85
임재철,2011,DOO,36,105,84,20,27,8,0,2,41,10,16,0,1,16,3,1,0,2,4,0,0.321,0.488,0.431,0.919,0,,,,,,33
임재철,2012,DOO,66,148,136,16,33,4,2,2,47,14,8,0,0,25,3,1,4,2,7,1,0.243,0.346,0.283,0.629,0.667,,,,,,57
임재철,2013,DOO,70,143,112,19,29,5,1,0,36,10,27,0,4,18,0,0,2,0,4,1,0.259,0.321,0.42,0.741,1,,,,,,59
임재철,2014,LG,53,76,66,13,16,1,0,0,17,3,5,0,1,16,4,0,0,0,1,2,0.242,0.258,0.306,0.564,,,,,,,47
임정우,2013,LG,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
임종혁,2013,LOT,11,7,6,4,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0.143,0.143,1,,2,,,,
임종혁,2014,LOT,21,25,18,3,4,0,0,0,4,1,5,0,1,8,1,0,2,2,0,0,0.222,0.222,0.417,0.639,0.5,,,,,,14
임태준,2014,NEX,17,14,12,1,1,0,0,0,1,0,2,0,0,6,0,0,0,0,1,0,0.083,0.083,0.214,0.297,,,,,,17,
임한용,2010,KIA,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1
임한용,2011,KIA,10,21,20,3,3,0,0,0,3,0,1,0,0,6,0,0,1,0,0,0,0.15,0.15,0.19,0.34,1,,,,,,8
임훈,2010,SK,76,202,172,22,40,8,2,1,55,14,20,1,0,32,7,3,7,5,1,1,0.233,0.32,0.308,0.628,0.583,,,,,,71
임훈,2011,SK,93,281,229,34,61,9,6,0,82,24,33,0,0,33,16,3,5,5,4,4,0.266,0.358,0.355,0.713,0.5,2,,,,,80
임훈,2012,SK,117,348,314,36,84,8,4,0,100,26,18,0,1,56,14,1,3,5,7,2,0.268,0.318,0.308,0.626,0.375,15,,,,,110
임훈,2013,SK,40,87,81,6,18,1,0,0,19,5,4,0,1,14,1,0,0,0,4,1,0.222,0.235,0.267,0.502,,,,,,,33
임훈,2014,SK,90,330,277,47,87,13,1,2,108,27,37,0,8,61,6,2,9,2,4,2,0.314,0.39,0.407,0.797,0.818,9,,,,,80
장민석,2010,NEX,119,493,435,60,123,16,10,1,162,47,41,0,1,74,12,4,41,14,6,7,0.283,0.372,0.343,0.715,0.745,,,,,,119
장민석,2011,NEX,84,297,265,35,64,8,1,3,83,15,16,0,2,54,14,0,11,7,4,3,0.242,0.313,0.29,0.603,0.611,,,,,,78
장민석,2012,NEX,116,475,414,64,102,9,5,8,145,35,40,0,3,67,14,4,32,10,1,3,0.246,0.35,0.315,0.665,0.762,,,,,,102
장민석,2013,NEX,115,407,360,54,87,16,2,2,113,30,35,0,0,63,9,3,20,11,4,8,0.242,0.314,0.307,0.621,0.645,,,,,,106
장민석,2014,DOO,45,75,70,16,14,4,1,0,20,8,3,0,1,16,1,0,5,1,0,0,0.2,0.286,0.243,0.529,0.833,,,,,,39
장성우,2010,LOT,61,108,100,5,18,4,0,1,25,7,6,0,0,27,2,0,0,1,0,5,0.18,0.25,0.226,0.476,0,,,,,57,
장성우,2011,LOT,64,73,62,6,16,0,0,0,16,6,10,0,0,17,0,1,0,0,1,3,0.258,0.258,0.356,0.614,,,,,,58,
장성우,2014,LOT,43,99,84,10,23,4,0,1,30,9,12,0,1,19,0,2,0,0,1,0,0.274,0.357,0.364,0.721,,,,,,35,
장성호,2010,HAN,74,279,237,34,58,8,0,4,78,29,35,1,2,35,3,2,0,2,9,5,0.245,0.329,0.344,0.673,0,71,,,,,
장성호,2011,HAN,116,478,390,53,95,13,0,8,132,37,81,2,4,66,3,0,0,6,9,2,0.244,0.338,0.379,0.717,0,69,,,,,
장성호,2012,HAN,130,501,429,57,113,28,0,9,168,52,67,1,2,63,1,2,2,3,11,3,0.263,0.392,0.364,0.756,0.4,51,,,,,
장성호,2013,LOT,83,278,241,21,64,10,1,4,88,27,35,4,2,36,0,0,0,1,5,1,0.266,0.365,0.363,0.728,0,16,,,,,1
장성호,2014,LOT,5,5,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0.6,0.6,,,,,,,
장영석,2010,NEX,64,163,138,16,32,6,0,5,53,19,12,1,9,45,3,1,0,0,3,3,0.232,0.384,0.331,0.715,,38,,19,,,10
장영석,2011,NEX,35,89,78,7,14,2,1,0,18,7,5,0,4,22,1,1,0,0,2,4,0.179,0.231,0.261,0.492,,19,,16,,,1
장영석,2012,NEX,7,13,12,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0.077,0.077,,,,5,,,
장운호,2013,HAN,11,21,20,1,6,3,0,0,9,4,1,0,0,6,0,0,0,1,1,0,0.3,0.45,0.333,0.783,0,,,,,,8
장운호,2014,HAN,39,70,64,7,17,1,0,1,21,7,1,0,1,10,4,0,1,1,1,2,0.266,0.328,0.288,0.616,0.5,,,1,,,35
장원준,2014,LOT,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
장종덕,2010,NEX,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,
장태성,2010,KIA,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,,3,,,
전근표,2010,HAN,40,103,88,12,20,3,0,1,26,7,12,0,0,26,3,0,1,1,2,0,0.227,0.295,0.32,0.615,0.5,9,,,,,17
전준우,2010,LOT,114,394,350,56,101,14,2,19,176,57,26,0,8,89,5,5,16,7,7,2,0.289,0.503,0.347,0.85,0.696,1,,18,,,97
전준우,2011,LOT,133,601,539,97,162,38,5,11,243,64,50,4,7,101,2,3,23,9,14,6,0.301,0.451,0.366,0.817,0.719,1,,23,,,120
전준우,2012,LOT,122,520,459,63,116,22,4,7,167,38,45,0,7,103,6,3,21,8,16,6,0.253,0.364,0.327,0.691,0.724,,,,,,118
전준우,2013,LOT,128,537,455,65,125,25,1,7,173,66,65,0,5,77,5,7,19,8,15,6,0.275,0.38,0.367,0.747,0.704,,,,,,126
전준우,2014,LOT,113,470,415,69,121,23,2,14,190,66,34,0,9,71,9,3,7,4,10,2,0.292,0.458,0.356,0.814,0.636,,,,,,111
전현태,2010,HAN,100,185,156,34,32,3,0,5,50,21,26,0,0,52,2,1,25,8,0,9,0.205,0.321,0.317,0.638,0.758,30,31,30,5,,
전현태,2011,HAN,78,87,69,26,13,1,0,2,20,11,13,1,2,27,2,1,7,4,0,2,0.188,0.29,0.329,0.619,0.636,15,22,6,6,,
전현태,2012,HAN,2,6,4,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.2,0.2,1,,2,,,,
전현태,2013,HAN,21,39,33,4,5,1,1,1,11,3,4,0,2,14,0,0,0,0,0,0,0.152,0.333,0.282,0.615,,6,3,,,,1
전현태,2014,HAN,10,10,10,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,,,2,1,3,,
정규창,2013,SK,2,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,2,1,,,
정근우,2010,SK,128,563,485,75,148,25,2,2,183,48,47,5,8,51,22,1,33,13,9,13,0.305,0.377,0.375,0.752,0.717,,127,,1,,
정근우,2011,SK,90,385,326,60,100,19,0,6,137,40,38,2,4,37,15,2,20,9,10,4,0.307,0.42,0.384,0.804,0.69,,88,,,,
정근우,2012,SK,127,534,467,53,124,13,4,8,169,46,47,3,6,33,12,2,22,12,10,9,0.266,0.362,0.339,0.701,0.647,,123,,,,
정근우,2013,SK,112,476,407,64,114,19,3,9,166,35,50,6,7,48,11,1,28,11,6,6,0.28,0.408,0.368,0.776,0.718,,106,,,,
정근우,2014,HAN,125,549,464,91,137,28,5,6,193,44,66,0,9,56,7,3,32,3,11,12,0.295,0.416,0.391,0.807,0.914,,123,,,,
정범모,2012,HAN,72,192,170,17,30,10,0,3,49,13,13,0,1,55,7,1,7,5,6,10,0.176,0.288,0.238,0.526,0.583,,,,,69,
정범모,2013,HAN,88,205,178,14,44,12,0,1,59,17,15,0,2,43,9,0,2,1,2,8,0.247,0.331,0.313,0.644,0.667,,,,,83,
정범모,2014,HAN,85,212,186,18,47,10,0,6,75,23,17,0,1,39,5,3,1,0,8,8,0.253,0.403,0.314,0.717,1,1,,,,84,
정범수,2011,NEX,4,8,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.125,0.125,,,2,,,,
정병곤,2011,LG,11,20,20,1,4,0,1,0,6,2,0,0,0,7,0,0,0,0,0,3,0.2,0.3,0.2,0.5,,,3,8,1,,
정병곤,2013,SAM,54,71,61,12,13,1,0,0,14,5,3,0,1,15,5,1,0,0,2,2,0.213,0.23,0.258,0.488,,,22,9,24,,
정보명,2010,LOT,30,86,76,6,22,5,1,0,29,9,8,0,0,15,1,1,0,1,1,5,0.289,0.382,0.353,0.735,0,,16,11,,,13
정보명,2011,LOT,10,18,16,2,2,2,0,0,4,3,1,0,1,6,0,0,0,0,0,0,0.125,0.25,0.222,0.472,,,,,,,5
정보명,2012,LOT,18,34,31,2,5,0,0,0,5,2,3,0,0,9,0,0,0,0,0,0,0.161,0.161,0.235,0.396,,,,,,,8
정보명,2013,LOT,12,23,19,1,3,1,0,0,4,0,4,0,0,2,0,0,0,0,3,0,0.158,0.211,0.304,0.515,,,1,,,,4
정상교,2011,KIA,7,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,,,2,,4,,
정상교,2012,KIA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,,1,,
정상호,2010,SK,35,66,62,14,20,4,0,6,42,14,2,0,2,19,0,0,0,0,2,4,0.323,0.677,0.364,1.041,,,,,,27,
정상호,2011,SK,112,401,366,40,95,19,0,11,147,50,22,1,8,96,3,2,0,2,10,7,0.26,0.402,0.314,0.716,0,,,,,111,
정상호,2012,SK,78,206,176,13,38,12,0,4,62,24,15,1,4,61,8,3,0,2,3,5,0.216,0.352,0.288,0.64,0,3,,,,65,
정상호,2013,SK,82,236,201,26,58,11,0,6,87,26,20,0,4,47,8,3,1,0,7,5,0.289,0.433,0.36,0.793,1,,,,,77,
정상호,2014,SK,100,269,235,36,56,13,1,9,98,39,18,0,5,67,10,1,0,1,3,11,0.238,0.417,0.305,0.722,0,,,,,95,
정성훈,2010,LG,111,418,365,52,96,20,1,4,130,38,41,1,4,58,6,2,3,1,14,12,0.263,0.356,0.342,0.698,0.75,,,109,,,
정성훈,2011,LG,127,494,422,61,123,18,1,10,173,57,49,1,5,69,11,7,9,2,16,12,0.291,0.41,0.366,0.776,0.818,,,125,,,
정성훈,2012,LG,107,438,365,50,113,27,3,12,182,53,65,2,1,62,2,5,3,3,13,6,0.31,0.499,0.411,0.91,0.5,,,89,,,
정성훈,2013,LG,121,477,407,64,127,22,1,9,178,62,59,0,7,58,0,4,13,6,12,14,0.312,0.437,0.405,0.842,0.684,1,,115,,,
정성훈,2014,LG,112,455,383,71,126,25,1,13,192,59,59,2,7,56,2,4,10,2,13,5,0.329,0.501,0.424,0.925,0.833,99,,4,,,
정수빈,2010,DOO,76,156,143,35,46,8,6,1,69,19,10,0,0,25,1,2,13,3,2,0,0.322,0.483,0.361,0.844,0.813,,,,,,64
정수빈,2011,DOO,128,476,414,66,118,17,8,1,154,38,40,0,11,77,8,3,31,8,5,7,0.285,0.372,0.361,0.733,0.795,,,,,,124
정수빈,2012,DOO,101,357,315,46,74,11,7,0,99,32,18,1,3,46,19,2,24,6,5,0,0.235,0.314,0.281,0.595,0.8,,,,,,98
정수빈,2013,DOO,125,260,228,57,63,2,8,2,87,29,16,0,6,29,8,2,23,8,1,2,0.276,0.382,0.337,0.719,0.742,,,,,,116
정수빈,2014,DOO,128,507,431,79,132,18,7,6,182,49,41,1,11,68,22,2,32,5,8,1,0.306,0.422,0.379,0.801,0.865,,,,,,126
정수성,2010,NEX,8,24,21,3,5,0,0,0,5,0,1,0,0,8,2,0,1,0,0,0,0.238,0.238,0.273,0.511,1,,,,,,8
정수성,2012,NEX,87,244,203,37,44,7,3,2,63,9,29,1,5,42,6,1,19,9,1,2,0.217,0.31,0.328,0.638,0.679,,,,,,79
정수성,2013,NEX,37,20,18,8,2,1,0,0,3,0,1,0,0,7,1,0,3,2,0,0,0.111,0.167,0.158,0.325,0.6,,,,,,31
정우람,2012,SK,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,
정원석,2010,HAN,118,428,353,39,106,20,3,7,153,42,40,2,16,73,11,8,14,9,12,15,0.3,0.433,0.388,0.821,0.609,15,114,1,,,
정원석,2011,HAN,82,291,248,23,62,11,0,4,85,26,32,1,6,58,5,0,3,3,7,7,0.25,0.343,0.35,0.693,0.5,63,19,2,,,
정원석,2012,HAN,7,5,2,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0.6,0.6,,2,1,,,,1
정의윤,2011,LG,93,272,242,13,62,9,0,0,71,23,17,1,4,32,6,3,3,2,7,4,0.256,0.293,0.312,0.605,0.6,,,,,,82
정의윤,2012,LG,81,256,233,19,66,18,1,2,92,27,13,1,3,34,3,4,2,2,4,3,0.283,0.395,0.324,0.719,0.5,,,,,,73
정의윤,2013,LG,116,405,367,42,100,15,5,5,140,47,26,2,8,45,1,3,5,4,10,1,0.272,0.381,0.332,0.713,0.556,,,,,,94
정의윤,2014,LG,97,292,261,29,69,14,0,7,104,38,21,1,5,40,2,3,5,4,9,1,0.264,0.398,0.328,0.726,0.556,,,,,,68
정주현,2010,LG,8,11,9,0,2,0,0,0,2,2,1,0,0,4,0,1,1,1,0,3,0.222,0.222,0.273,0.495,0.5,,5,2,,,
정주현,2011,LG,15,21,18,6,3,0,0,0,3,2,3,0,0,4,0,0,2,0,1,0,0.167,0.167,0.286,0.453,1,,,,,,8
정주현,2012,LG,18,25,23,5,4,0,0,0,4,1,2,0,0,9,0,0,4,1,0,1,0.174,0.174,0.24,0.414,0.8,,7,,,,8
정주현,2013,LG,61,104,83,21,18,4,2,0,26,15,16,0,0,19,4,1,10,4,1,1,0.217,0.313,0.34,0.653,0.714,,10,,,,40
정진기,2011,SK,6,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.667,0.667,,,,,,,5
정진기,2012,SK,14,10,8,1,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0.125,0.125,0.3,0.425,,,,,,,9
정진기,2013,SK,4,8,8,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0.125,0.125,0.125,0.25,,,,,,,3
정진호,2011,DOO,47,37,35,7,4,1,0,0,5,3,2,0,0,6,0,0,4,0,1,0,0.114,0.143,0.162,0.305,1,,,,,,21
정진호,2012,DOO,46,84,75,14,17,2,0,0,19,5,6,0,1,13,1,1,8,3,1,2,0.227,0.253,0.289,0.542,0.727,,,,,,35
정현,2013,SAM,8,22,21,3,4,1,0,1,8,2,0,0,0,5,1,0,0,0,1,0,0.19,0.381,0.19,0.571,,,2,1,4,,
정현,2014,SAM,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,2,2,,
정현석,2010,HAN,114,227,202,20,53,10,0,4,75,24,15,0,3,28,6,1,3,3,4,4,0.262,0.371,0.321,0.692,0.5,,,,,,98
정현석,2013,HAN,121,403,356,47,102,15,1,4,131,27,37,1,7,64,3,0,4,5,14,4,0.287,0.368,0.365,0.733,0.444,,,,,,118
